V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.437672146679689,-0.757148876016592,1.98292747225826,-2.19195211245801,-0.741971649195451,0.224705311985674,-0.689605569320866,0.045963717025415,-2.11352930604565,1.43563797833286,0.873111408694288,-1.15588279466033,-0.483308191244849,-0.436949505003202,0.346673613948468,-0.32947724620571,0.250895102974188,0.731038093372263,-0.164111903540501,-0.251414077954323,0.046286249338539,0.585323963786122,-0.150630481753994,-0.332563230885235,-0.300807844763112,-0.154738720573626,-0.151159612747739,-0.0835041366340565,0
-13.8972058704019,6.34428045616839,-14.2816664432471,5.58100899740718,-12.8871331616131,-3.1461763671985,-15.450467216827,9.06028147442157,-5.48612077680694,-14.6764702497464,5.1483517210937,-10.7495919949504,1.58548896754337,-9.79801207658904,0.733276999106463,-12.675268899047,-20.7406637223494,-8.15366802624724,5.2283417900513,-1.02522792390103,3.05808183846397,0.941180290424241,-0.232710298333368,0.763508019302571,0.0754562386388435,-0.453839571774416,-1.50896825698328,-0.686835738780169,1
1.17464131959002,-0.0848970017132515,-0.256066571126865,-0.219801850389625,-0.149242226219113,-0.888967880999107,0.348766662268469,-0.191992468341485,-0.25725430619453,-0.0347032831352326,1.2115627071366,0.696074921041698,-0.309681567353279,0.721083512552708,0.192610911648047,0.303083951559649,-0.49987912626293,-0.3500866066398,0.742078826934728,0.0571213276320378,-0.318735137058895,-1.14425839384047,0.0449037212888006,0.0367198637810647,0.185373748870947,0.733109471562677,-0.127804979300274,-0.0042686538351511,0
-1.32436845737968,0.0282792910618167,0.688267937583206,-1.85835630934517,0.0178133747985244,-0.551437215583351,0.021801943801172,0.583507631126808,-1.83673370733051,0.0158636912030919,0.97922734820816,-0.3304180420626,-0.6757246008628,0.582401466310745,-0.48932618058635,1.24363397638751,0.238642051114858,-1.52008567498638,0.265021241193198,0.265300662113905,-0.0062018190369904,-0.534018040873647,0.0872443552566029,-0.364076322056556,0.0008751556945086,-0.633992293110059,0.16833942324226,0.0054065879184802,0
0.928305627681217,-1.68047083177777,0.394582488009047,-0.677795609402301,-1.32050547375241,0.551291467600423,-1.02003850762652,0.219500073209954,-0.160471586062802,0.593821729502131,-0.0649528010459113,-0.656982296386879,-0.549549650673369,-0.34330041978733,-0.122462274198817,1.79634409104456,-0.301019679066128,0.0154570752668584,1.11764976295553,0.554106243394357,0.418287084382429,0.656429632474466,-0.462195451490166,-0.799269149997014,0.461224635593824,-0.0138941869624869,-0.0072881543202811,0.0436206690876607,0
-1.15246585527211,-0.350442235894165,1.53046271847361,0.459702757784882,0.472314692721697,-0.24213796559751,1.34471194606657,-0.429406607315611,-0.603544385991678,0.280028090435064,1.92764160892474,0.327464510134038,-0.601039094243529,0.257551885620921,0.801202241108089,-0.393039342993287,-0.196449369976882,-0.579417700955219,0.787313970323658,0.171676542491807,-0.40323695217331,-0.91299359282618,0.62709286446026,0.165802702483719,-0.704149460304853,-0.14630920019755,-0.30346573951467,-0.288623951956328,0
1.26666270082581,-1.27730868566288,-2.94953972007058,0.75818782045222,0.210759744992876,-1.62609156783535,1.56887005207434,-0.712801362644325,0.211966992970969,-0.104521449624287,-1.00220064107003,-0.402547661391559,-1.40011809435172,1.24983309304341,0.117867746646306,-0.962494188444738,0.019129925651751,-0.349506692679762,-0.0873212408372159,0.550084943525902,0.551083154323044,0.745979429010276,-0.601678221715104,-0.0150140198903762,0.615207699847233,0.0862577710579749,-0.16646616365638,-0.0112189736089732,0
1.96126291959379,0.0733261711921795,-1.92283911297469,1.15633486654145,0.649997021748051,-0.851216248857892,0.637696157361013,-0.311192692577563,0.0854370499952696,0.347249538214342,-1.00969597956282,-0.458834450564457,-1.15221355744823,0.967133526154655,0.498409688963398,-0.228282032354208,-0.431519580116548,-0.302020346598536,-0.402804838081672,-0.212843222167962,0.0512698148884798,0.0344280712935578,0.0567859426942226,0.55540661292677,0.291942241088417,-0.619416936517698,-0.0429413084829719,-0.0456182576048784,0
-1.80157424315021,-0.510404279548875,1.73806784438926,1.70409504633148,0.172068641093109,0.320768741421552,1.21370219220372,0.342505381377833,-1.17292432039548,-0.209587409514443,0.807341640893815,-0.267218814187027,-1.90072340890582,0.54037392190728,-1.20813052173259,0.553670784836636,-0.464552517894682,-0.195205147387111,-1.56398182103718,0.528991022267869,0.162373262043089,-0.405596973386868,0.744825963739547,0.0961162215139017,0.0902584553339905,-0.314404507689896,-0.0763744234997261,0.122440465356917,0
-2.45733522679548,1.77647253165203,-1.88786782459876,1.11732331900464,-1.24736139898943,-0.875903938198889,-0.314288817829419,1.60228343660312,-0.37044571150319,0.177557354930114,-1.07889443946522,-0.121257978995036,-1.33296712768258,1.90686931175198,1.05438519072242,-0.25448877142036,0.8541748100458,-0.276833311509406,-0.0859739256794373,-0.207411555747893,0.178757837322327,0.408754849260026,0.0135283182897004,0.0699398191111665,-0.653713026209786,-0.366041990731259,0.399220133253345,-0.0105720015062817,0
